ensembl_gene_id,CTRL-1,CTRL-2,CTRL-3,27HC-1,27HC-2,27HC-3
ENSG00000273007,25,36,43,12,6,10
ENSG00000273008,52,63,32,37,39,49
ENSG00000273010,7,6,10,5,4,6
ENSG00000273011,0,0,0,0,0,0
ENSG00000273012,0,0,1,0,0,1
ENSG00000273013,12,8,1,1,7,0
ENSG00000273014,21,23,9,16,12,16
ENSG00000273015,1204,1576,1434,908,1036,1013
ENSG00000273017,10,17,3,15,12,1
ENSG00000273018,0,25,6,34,81,71
ENSG00000273024,0,0,0,2,4,2
ENSG00000273025,0,0,0,0,0,0
ENSG00000273026,5,7,24,10,23,1
ENSG00000273027,7,1,5,0,5,12
ENSG00000273032,21,16,20,11,17,19
ENSG00000273033,23,52,28,25,32,28
ENSG00000273035,0,0,0,0,0,0
ENSG00000273036,0,0,0,0,0,0
ENSG00000273041,0,0,0,0,0,0
ENSG00000273044,6,37,21,0,0,0
ENSG00000273045,2,3,6,1,2,3
ENSG00000273046,0,0,0,0,0,0
ENSG00000273047,0,0,0,0,0,0
ENSG00000273049,0,0,0,0,0,0
ENSG00000273051,0,0,0,0,0,0
ENSG00000273055,8,9,2,2,3,3
ENSG00000273056,6,5,6,3,9,8
ENSG00000273058,11,20,8,29,35,22
ENSG00000273059,0,0,0,0,0,0
ENSG00000273061,26,18,33,11,9,9
ENSG00000273062,0,6,1,2,1,6
ENSG00000273063,0,0,0,0,0,0
ENSG00000273064,4,5,3,4,4,3
ENSG00000273066,63,70,62,36,30,44
ENSG00000273068,0,0,0,0,0,0
ENSG00000273069,0,0,0,0,0,0
ENSG00000273073,3,2,0,2,3,1
ENSG00000273076,21,13,7,10,15,16
ENSG00000273077,0,0,0,0,0,0
ENSG00000273079,0,0,0,3,0,3
ENSG00000273080,36,44,33,24,17,23
ENSG00000273082,0,0,0,0,0,0
ENSG00000273084,0,4,0,0,0,0
ENSG00000273085,0,0,0,0,0,0
ENSG00000273088,0,0,0,0,0,0
ENSG00000273090,0,0,0,0,0,0
ENSG00000273091,4,2,1,0,2,0
ENSG00000273093,0,0,0,0,0,0
ENSG00000273096,34,18,29,5,31,24
ENSG00000273098,0,0,0,0,0,0
ENSG00000273100,0,0,0,0,0,0
ENSG00000273102,2,4,0,0,0,0
ENSG00000273104,0,0,0,0,0,0
ENSG00000273106,0,0,0,0,0,0
ENSG00000273107,8,2,1,1,7,0
ENSG00000273108,6,19,17,4,14,8
ENSG00000273110,0,0,0,0,0,0
ENSG00000273111,0,0,0,0,0,0
ENSG00000273112,0,0,0,0,0,0
ENSG00000273113,0,4,0,0,0,0
ENSG00000273115,0,0,0,0,0,0
ENSG00000273117,147,184,183,24,55,81
ENSG00000273118,0,0,2,0,0,0
ENSG00000273119,0,0,0,0,0,0
ENSG00000273123,0,0,0,0,0,0
ENSG00000273124,0,0,0,0,0,0
ENSG00000273125,0,0,0,0,0,0
ENSG00000273129,5,12,13,7,7,10
ENSG00000273132,0,0,0,0,0,0
ENSG00000273133,0,2,1,0,3,0
ENSG00000273136,71,171,150,258,579,519
ENSG00000273137,13,24,23,39,51,62
ENSG00000273138,0,0,0,1,0,1
ENSG00000273139,0,0,1,0,5,1
ENSG00000273141,74,38,64,6,25,18
ENSG00000273142,167,246,149,244,356,355
ENSG00000273143,2,2,2,2,1,5
ENSG00000273145,9,10,6,4,16,11
ENSG00000273148,45,70,51,18,21,21
ENSG00000273149,0,0,0,0,0,0
ENSG00000273151,16,52,52,40,119,106
ENSG00000273153,0,0,0,0,0,0
ENSG00000273154,0,0,0,0,0,0
ENSG00000273155,0,0,0,2,0,0
ENSG00000273156,16,28,35,25,25,22
ENSG00000273160,13,9,10,0,4,2
ENSG00000273162,38,73,54,23,19,10
ENSG00000273165,1,24,2,6,1,1
ENSG00000273167,0,0,0,0,0,0
ENSG00000273171,0,0,0,0,0,0
ENSG00000273172,0,0,4,0,0,0
ENSG00000273173,5,6,4,24,14,13
ENSG00000273174,30,68,58,51,57,47
ENSG00000273175,0,3,5,1,0,0
ENSG00000273176,11,5,4,3,2,5
ENSG00000273177,0,0,0,0,0,0
ENSG00000273179,19,19,5,0,0,2
ENSG00000273180,0,0,0,0,0,0
ENSG00000273181,0,2,0,0,2,0
ENSG00000273183,6,3,3,2,9,3
ENSG00000273184,0,0,0,0,0,0
ENSG00000273186,3,1,7,0,5,0
ENSG00000273188,11,18,46,65,68,69
ENSG00000273189,0,1,4,10,20,23
ENSG00000273192,0,0,0,0,0,0
ENSG00000273196,0,0,0,1,0,1
ENSG00000273198,0,0,0,5,0,4
ENSG00000273199,3,4,18,4,6,3
ENSG00000273203,0,2,0,0,0,3
ENSG00000273204,0,0,2,0,0,1
ENSG00000273209,0,1,0,0,0,0
ENSG00000273210,0,0,0,0,0,0
ENSG00000273211,0,0,0,0,0,0
ENSG00000273212,0,2,0,0,2,0
ENSG00000273213,1,2,6,0,5,8
ENSG00000273214,0,0,0,0,0,0
ENSG00000273216,1,6,0,9,10,2
ENSG00000273217,0,0,0,0,0,0
ENSG00000273218,22,15,20,6,9,4
ENSG00000273219,0,0,0,0,0,0
ENSG00000273221,0,0,0,0,0,0
ENSG00000273225,0,0,0,0,0,0
ENSG00000273226,9,21,9,7,6,10
ENSG00000273228,0,0,0,0,0,0
ENSG00000273230,6,19,32,24,37,46
ENSG00000273232,2,5,14,8,4,7
ENSG00000273233,1,0,0,0,3,0
ENSG00000273234,0,0,0,0,0,0
ENSG00000273238,0,0,0,2,0,0
ENSG00000273240,16,19,11,18,7,3
ENSG00000273243,4,2,8,6,12,1
ENSG00000273244,0,0,0,0,0,0
ENSG00000273245,0,0,0,6,10,11
ENSG00000273247,39,43,46,28,50,42
ENSG00000273248,0,0,0,0,0,0
ENSG00000273249,3,2,9,0,2,4
ENSG00000273252,0,0,0,0,0,0
ENSG00000273253,21,42,86,20,30,43
ENSG00000273254,0,0,0,0,2,3
ENSG00000273255,0,0,0,0,0,0
ENSG00000273257,12,0,0,2,0,4
ENSG00000273258,0,0,0,0,0,0
ENSG00000273259,0,0,0,0,3,0
ENSG00000273261,15,22,22,29,12,50
ENSG00000273262,0,0,0,0,0,0
ENSG00000273264,0,0,0,0,0,0
ENSG00000273265,30,27,33,15,7,21
ENSG00000273267,0,0,0,0,0,0
ENSG00000273269,0,0,0,0,0,0
ENSG00000273270,79,86,114,33,78,70
ENSG00000273271,66,50,24,52,33,41
ENSG00000273272,4,5,1,4,2,4
ENSG00000273274,0,0,8,0,0,0
ENSG00000273275,0,0,0,0,0,0
ENSG00000273284,26,30,17,21,24,22
ENSG00000273287,0,0,0,0,0,0
ENSG00000273289,5,2,8,0,0,0
ENSG00000273291,0,0,0,0,0,0
ENSG00000273293,0,0,0,0,0,0
ENSG00000273294,0,0,0,0,0,0
ENSG00000273295,0,0,0,0,0,0
ENSG00000273297,7,8,10,6,7,7
ENSG00000273299,0,0,0,0,0,0
ENSG00000273300,0,0,0,0,0,0
ENSG00000273302,0,0,1,4,10,8
ENSG00000273305,1,0,0,0,0,0
ENSG00000273306,15,24,12,51,40,55
ENSG00000273308,3,8,11,0,2,1
ENSG00000273311,32,27,37,67,53,53
ENSG00000273312,0,0,0,0,0,0
ENSG00000273313,2,0,0,0,0,0
ENSG00000273314,36,50,36,15,41,41
ENSG00000273319,5,4,8,3,7,6
ENSG00000273320,4,0,1,1,10,4
ENSG00000273321,0,0,0,0,0,0
ENSG00000273325,0,0,0,0,0,0
ENSG00000273327,0,0,0,0,0,0
ENSG00000273328,0,3,5,0,0,3
ENSG00000273329,10,49,24,43,45,22
ENSG00000273330,0,0,0,0,0,0
ENSG00000273331,0,0,0,0,0,0
ENSG00000273333,0,0,0,0,0,0
ENSG00000273335,0,0,0,0,3,0
ENSG00000273336,0,1,0,0,0,0
ENSG00000273338,2,5,3,5,0,0
ENSG00000273340,5,11,11,9,31,26
ENSG00000273341,0,0,0,0,0,0
ENSG00000273342,5,3,3,0,2,1
ENSG00000273343,7,3,12,4,27,18
ENSG00000273344,409,500,510,216,270,210
ENSG00000273345,1,1,15,10,20,16
ENSG00000273348,0,0,0,0,0,0
ENSG00000273350,0,0,1,1,0,0
ENSG00000273353,4,5,7,9,0,11
ENSG00000273355,9,10,21,2,11,13
ENSG00000273356,75,84,48,47,53,26
ENSG00000273360,0,0,0,0,0,0
ENSG00000273361,0,0,0,0,0,0
ENSG00000273362,0,0,0,0,0,0
ENSG00000273363,0,1,0,0,1,0
ENSG00000273365,5,3,3,0,0,0
ENSG00000273367,6,10,2,7,17,0
ENSG00000273368,0,0,0,3,0,0
ENSG00000273369,3,10,10,31,48,36
ENSG00000273370,0,0,0,0,0,0
ENSG00000273372,0,0,0,0,0,0
ENSG00000273373,277,402,317,185,154,210
ENSG00000273374,3,13,1,2,0,0
ENSG00000273375,3,5,14,4,8,0
ENSG00000273377,0,0,0,0,0,0
ENSG00000273381,0,0,0,0,1,0
ENSG00000273382,13,8,17,11,17,14
ENSG00000273384,2,0,0,0,0,0
ENSG00000273387,0,7,2,0,0,3
ENSG00000273388,0,0,0,0,0,0
ENSG00000273391,8,24,21,5,12,4
ENSG00000273394,0,0,0,0,0,0
ENSG00000273396,2,0,0,0,0,0
ENSG00000273398,0,0,0,0,0,0
ENSG00000273399,5,5,0,1,6,4
ENSG00000273402,3,12,0,1,1,8
ENSG00000273403,0,0,0,0,0,0
ENSG00000273406,0,0,0,0,8,0
ENSG00000273407,0,0,0,0,0,0
ENSG00000273408,0,0,0,0,0,0
ENSG00000273409,0,0,0,0,0,0
ENSG00000273413,0,0,0,0,0,0
ENSG00000273415,0,0,0,0,6,3
ENSG00000273416,2,0,0,0,4,0
ENSG00000273419,5,12,17,5,3,1
ENSG00000273420,0,0,0,0,0,0
ENSG00000273423,0,0,0,0,0,0
ENSG00000273424,0,3,6,1,0,0
ENSG00000273428,46,28,43,18,12,9
ENSG00000273432,9,7,0,2,1,3
ENSG00000273433,0,0,0,0,0,0
ENSG00000273434,0,0,0,0,0,0
ENSG00000273437,37,44,22,12,9,20
ENSG00000273442,0,0,0,0,0,0
ENSG00000273443,44,117,159,127,300,341
ENSG00000273444,1,0,0,7,1,0
ENSG00000273445,0,3,1,0,2,3
ENSG00000273447,4,2,6,5,12,16
ENSG00000273448,6,14,11,13,25,19
ENSG00000273449,28,60,19,37,19,17
ENSG00000273450,1,0,6,0,1,1
ENSG00000273451,0,0,0,0,0,0
ENSG00000273454,0,0,0,0,3,0
ENSG00000273455,0,0,0,0,0,0
ENSG00000273456,34,22,31,8,19,5
ENSG00000273461,0,3,0,0,4,2
ENSG00000273464,1,0,0,4,0,2
ENSG00000273471,0,0,0,0,0,0
ENSG00000273472,0,0,0,0,1,2
ENSG00000273473,0,0,0,0,0,0
ENSG00000273474,1,7,2,0,0,0
ENSG00000273476,5,9,5,2,1,0
ENSG00000273481,0,0,2,0,0,2
ENSG00000273483,0,9,1,1,2,0
ENSG00000273484,0,4,0,0,0,0
ENSG00000273485,0,0,0,0,0,2
ENSG00000273486,61,51,25,37,39,28
ENSG00000273487,0,0,0,0,0,5
ENSG00000273489,1,2,0,8,4,0
ENSG00000273492,0,0,0,0,0,0
ENSG00000273493,3,3,2,2,5,3
ENSG00000273497,0,0,0,0,0,0
ENSG00000273499,0,0,0,0,0,0
ENSG00000273500,0,0,0,0,0,0
ENSG00000273507,6,38,25,22,23,18
ENSG00000273509,0,0,0,0,0,0
ENSG00000273512,0,0,0,0,0,0
ENSG00000273513,0,0,1,0,3,3
ENSG00000273514,0,0,0,0,1,0
ENSG00000273515,0,0,0,0,0,0
ENSG00000273516,0,0,0,0,0,0
ENSG00000273520,0,0,0,0,0,0
ENSG00000273521,1,7,1,0,7,2
ENSG00000273523,0,1,3,0,0,0
ENSG00000273524,0,0,0,0,0,0
ENSG00000273532,0,0,0,0,0,0
ENSG00000273536,0,0,0,0,0,0
ENSG00000273537,0,0,0,0,0,0
ENSG00000273540,0,0,0,0,2,2
ENSG00000273541,0,0,0,0,0,0
ENSG00000273542,2,0,0,13,4,11
ENSG00000273544,0,0,0,0,0,0
ENSG00000273549,0,0,0,0,0,0
ENSG00000273550,0,0,0,0,0,0
ENSG00000273551,0,1,0,0,0,0
ENSG00000273552,0,0,0,0,0,0
ENSG00000273553,0,0,0,0,0,0
ENSG00000273554,0,0,0,0,0,0
ENSG00000273555,4,2,0,0,2,11
ENSG00000273557,0,0,0,0,0,0
ENSG00000273558,0,0,0,0,0,0
ENSG00000273559,636,664,795,933,1261,1183
ENSG00000273565,13,13,12,2,8,10
ENSG00000273566,0,0,0,0,0,0
ENSG00000273567,0,0,0,0,0,0
ENSG00000273568,5,7,5,4,14,23
ENSG00000273569,0,0,0,0,0,0
ENSG00000273570,0,0,0,0,0,0
ENSG00000273571,0,0,0,0,0,0
ENSG00000273573,0,0,0,0,1,0
ENSG00000273576,32,63,31,29,39,26
ENSG00000273580,0,0,0,0,0,3
ENSG00000273582,0,5,0,3,0,8
ENSG00000273584,0,2,0,0,0,0
ENSG00000273586,0,0,0,0,0,0
ENSG00000273587,0,0,0,0,0,0
ENSG00000273589,0,0,0,0,0,0
ENSG00000273590,0,0,0,0,0,0
ENSG00000273591,0,0,0,0,0,0
ENSG00000273593,0,0,0,0,0,0
ENSG00000273595,0,0,0,0,0,0
ENSG00000273596,0,0,0,0,0,0
ENSG00000273597,0,1,0,1,0,0
ENSG00000273598,0,0,0,0,0,0
ENSG00000273599,3,4,4,3,8,7
ENSG00000273600,0,0,0,0,0,0
ENSG00000273604,298,381,718,340,610,543
ENSG00000273606,0,0,0,0,0,0
ENSG00000273609,0,0,0,0,0,0
ENSG00000273610,0,0,0,0,0,0
ENSG00000273611,1208,1092,914,838,824,834
ENSG00000273612,0,0,0,0,0,0
ENSG00000273613,0,0,0,0,0,0
ENSG00000273618,0,0,0,0,0,0
ENSG00000273619,35,25,62,12,26,34
ENSG00000273621,0,0,0,0,0,0
ENSG00000273623,0,0,0,0,0,0
ENSG00000273627,0,0,0,0,0,0
ENSG00000273628,5,1,0,0,6,8
ENSG00000273629,0,0,0,0,0,0
ENSG00000273634,0,0,0,0,0,0
ENSG00000273637,0,0,0,0,0,0
ENSG00000273639,0,0,0,0,0,0
ENSG00000273640,0,0,0,0,0,0
ENSG00000273643,0,0,0,0,0,0
ENSG00000273644,0,0,0,0,0,0
ENSG00000273648,0,0,0,0,0,0
ENSG00000273650,0,0,0,0,0,0
ENSG00000273654,11,21,22,13,8,6
ENSG00000273657,0,0,0,0,0,0
ENSG00000273658,0,0,0,0,0,0
ENSG00000273659,0,0,0,0,0,0
ENSG00000273664,0,0,0,0,8,0
ENSG00000273668,0,0,0,0,0,0
ENSG00000273669,31,37,33,27,46,44
ENSG00000273674,4,14,1,5,8,1
ENSG00000273675,0,0,0,0,0,0
ENSG00000273677,0,0,0,0,0,0
ENSG00000273679,0,0,0,1,7,1
ENSG00000273680,0,0,0,0,0,0
ENSG00000273682,0,0,0,8,16,21
ENSG00000273687,9,4,8,9,9,15
ENSG00000273691,2,0,0,0,1,0
ENSG00000273692,0,0,0,0,0,0
ENSG00000273693,2,0,0,0,0,0
ENSG00000273694,0,0,0,1,0,0
ENSG00000273696,0,0,0,0,0,0
ENSG00000273698,0,0,0,0,0,0
ENSG00000273700,0,0,0,0,0,0
ENSG00000273701,0,0,0,0,0,0
ENSG00000273702,25,43,38,21,6,14
ENSG00000273703,9,0,0,1,2,0
ENSG00000273704,0,0,0,0,0,0
ENSG00000273706,2,12,4,25,13,7
ENSG00000273709,0,0,0,0,0,0
ENSG00000273710,0,0,0,0,5,0
ENSG00000273711,5,1,0,0,0,1
ENSG00000273712,0,0,0,0,0,1
ENSG00000273716,26,13,18,25,30,18
ENSG00000273717,0,0,0,0,0,0
ENSG00000273719,0,0,0,0,0,0
ENSG00000273720,2,9,13,0,14,10
ENSG00000273721,4,0,0,0,0,0
ENSG00000273723,30,28,35,10,10,1
ENSG00000273724,4,6,6,6,35,6
ENSG00000273725,0,0,0,0,0,0
ENSG00000273727,0,0,0,2,3,6
ENSG00000273729,35,30,17,23,27,29
ENSG00000273730,0,0,0,0,0,0
ENSG00000273731,0,0,0,0,0,0
ENSG00000273732,0,0,0,0,0,0
ENSG00000273733,0,0,0,0,0,0
ENSG00000273734,0,0,0,0,0,0
ENSG00000273736,0,0,0,0,0,0
ENSG00000273739,0,0,0,0,0,0
ENSG00000273742,0,0,0,0,0,0
ENSG00000273744,0,0,0,0,0,0
ENSG00000273745,0,0,0,0,0,0
ENSG00000273746,0,0,0,0,0,0
ENSG00000273747,1,10,5,4,1,4
ENSG00000273748,252,267,152,46,72,72
ENSG00000273749,266,327,348,577,742,685
ENSG00000273750,0,0,0,0,0,0
ENSG00000273756,0,0,0,0,0,0
ENSG00000273758,0,0,0,0,0,0
ENSG00000273759,79,94,108,33,19,47
ENSG00000273760,0,0,0,0,0,0
ENSG00000273762,0,0,0,0,0,0
ENSG00000273763,5,14,5,1,7,6
ENSG00000273765,0,1,0,1,0,0
ENSG00000273767,0,0,0,0,0,0
ENSG00000273768,0,0,2,0,0,1
ENSG00000273769,0,0,0,0,0,0
ENSG00000273771,0,0,0,0,0,0
ENSG00000273773,0,0,0,0,0,0
ENSG00000273776,0,0,0,0,0,0
ENSG00000273777,0,0,0,0,0,0
ENSG00000273778,0,0,0,0,0,0
ENSG00000273782,0,0,0,0,0,0
ENSG00000273783,12,3,8,4,5,1
ENSG00000273784,0,8,0,0,6,0
ENSG00000273786,8,5,1,7,8,1
ENSG00000273788,0,0,0,0,0,0
ENSG00000273791,0,0,0,0,2,0
ENSG00000273792,0,0,0,0,0,0
ENSG00000273796,0,0,0,0,0,0
ENSG00000273797,2,6,2,2,8,0
ENSG00000273800,0,0,0,0,0,0
ENSG00000273802,1,3,7,5,1,5
ENSG00000273804,0,0,0,0,0,0
ENSG00000273805,0,0,0,0,0,0
ENSG00000273806,0,0,0,0,0,0
ENSG00000273812,14,9,1,11,14,14
ENSG00000273813,0,0,0,0,0,0
ENSG00000273816,8,4,2,1,3,3
ENSG00000273818,0,0,0,0,0,0
ENSG00000273819,0,0,0,0,0,0
ENSG00000273820,24,18,28,27,37,22
ENSG00000273821,2,1,11,0,1,0
ENSG00000273824,1,15,6,8,3,6
ENSG00000273825,0,0,0,0,0,0
ENSG00000273828,0,4,4,15,59,42
ENSG00000273829,0,0,0,0,0,0
ENSG00000273830,0,0,0,0,0,0
ENSG00000273835,0,0,0,0,0,0
ENSG00000273836,0,0,0,0,0,0
ENSG00000273838,0,0,0,0,1,0
ENSG00000273840,0,0,0,0,0,0
ENSG00000273841,864,1013,609,1366,1349,1246
ENSG00000273843,0,0,0,0,0,0
ENSG00000273844,0,0,0,0,0,0
ENSG00000273846,0,0,0,0,0,0
ENSG00000273849,0,0,0,0,0,0
ENSG00000273851,0,0,0,0,0,0
ENSG00000273853,0,0,0,0,0,0
ENSG00000273855,10,6,33,6,10,3
ENSG00000273858,0,0,0,0,0,0
ENSG00000273860,0,0,0,0,0,0
ENSG00000273863,0,0,0,0,0,0
ENSG00000273866,0,0,0,0,0,0
ENSG00000273870,0,0,0,0,0,0
ENSG00000273872,0,0,0,0,0,0
ENSG00000273874,0,0,0,0,0,0
ENSG00000273876,0,0,0,0,0,0
ENSG00000273877,0,0,0,0,0,0
ENSG00000273882,0,0,0,0,0,0
ENSG00000273885,0,0,0,0,0,0
ENSG00000273886,0,0,0,0,0,0
ENSG00000273890,2,1,0,1,0,0
ENSG00000273891,16,20,32,52,59,95
ENSG00000273893,12,10,5,19,17,10
ENSG00000273894,0,2,0,0,0,2
ENSG00000273897,0,0,0,0,0,0
ENSG00000273898,0,0,0,0,0,0
ENSG00000273899,58,99,90,78,118,73
ENSG00000273900,0,0,1,0,0,0
ENSG00000273901,0,0,0,0,0,0
ENSG00000273904,0,0,0,0,0,0
ENSG00000273906,0,0,0,0,0,0
ENSG00000273907,0,0,0,0,0,0
ENSG00000273908,0,0,0,0,0,0
ENSG00000273912,0,0,0,0,0,0
ENSG00000273913,0,0,0,0,0,0
ENSG00000273919,0,0,0,0,0,0
ENSG00000273920,5,0,0,0,0,5
ENSG00000273925,7,1,2,1,3,3
ENSG00000273927,0,0,0,0,0,0
ENSG00000273932,0,0,0,0,0,1
ENSG00000273933,0,0,0,0,0,0
ENSG00000273937,0,0,0,0,0,0
ENSG00000273940,0,0,0,0,0,0
ENSG00000273942,0,0,0,0,0,0
ENSG00000273945,0,0,0,0,0,0
ENSG00000273946,0,0,0,1,0,3
ENSG00000273948,0,0,0,0,0,0
ENSG00000273950,4,9,4,1,4,4
ENSG00000273951,21,18,5,10,11,5
ENSG00000273956,2,0,0,0,0,0
ENSG00000273957,0,0,0,0,0,0
ENSG00000273958,0,0,0,1,2,0
ENSG00000273961,0,0,0,0,0,0
ENSG00000273962,0,0,0,0,0,0
ENSG00000273963,0,0,0,0,0,0
ENSG00000273964,0,0,0,0,0,0
ENSG00000273965,0,0,0,0,3,1
ENSG00000273966,0,0,0,0,0,0
ENSG00000273971,0,2,0,0,0,0
ENSG00000273972,9,12,13,20,10,10
ENSG00000273973,8,0,8,6,0,0
ENSG00000273974,0,0,0,0,0,0
ENSG00000273975,0,0,0,0,0,0
ENSG00000273976,0,0,0,0,0,0
ENSG00000273978,0,0,0,0,0,0
ENSG00000273979,7,0,0,0,0,0
ENSG00000273980,1,1,2,0,3,3
ENSG00000273981,0,0,0,0,0,0
ENSG00000273982,0,0,0,0,0,0
ENSG00000273983,18,12,19,10,23,11
ENSG00000273986,0,0,0,0,0,0
ENSG00000273987,34,38,7,21,14,12
ENSG00000273988,0,0,0,0,0,0
ENSG00000273989,20,19,10,5,5,2
ENSG00000273994,0,0,0,0,0,0
ENSG00000273997,0,0,0,0,1,0
ENSG00000273998,0,0,0,0,0,0
ENSG00000273999,0,0,0,0,0,0
ENSG00000274001,0,0,1,0,0,0
ENSG00000274002,2,1,1,0,0,0
ENSG00000274004,0,0,0,0,0,0
ENSG00000274006,0,0,0,0,0,0
ENSG00000274008,0,3,5,4,19,11
ENSG00000274010,0,2,5,4,0,0
ENSG00000274011,0,3,5,5,20,13
ENSG00000274012,0,0,0,0,0,0
ENSG00000274015,10,9,10,4,9,14
ENSG00000274017,0,0,0,0,0,0
ENSG00000274019,0,0,4,0,2,3
ENSG00000274020,78,89,126,73,95,79
ENSG00000274021,28,20,13,26,48,23
ENSG00000274022,0,0,0,0,0,0
ENSG00000274023,0,0,0,0,0,0
ENSG00000274024,0,0,0,5,11,2
ENSG00000274025,0,0,0,0,0,0
ENSG00000274026,1,7,2,4,1,10
ENSG00000274028,0,0,0,0,0,0
ENSG00000274029,0,0,0,0,0,0
ENSG00000274033,0,0,0,0,0,0
ENSG00000274034,0,0,1,4,1,0
ENSG00000274038,7,15,7,13,23,23
ENSG00000274044,0,0,0,0,0,0
ENSG00000274046,0,0,0,0,0,0
ENSG00000274049,0,0,0,0,0,0
ENSG00000274051,0,2,0,4,2,5
ENSG00000274052,0,0,0,0,0,0
ENSG00000274054,0,0,0,0,0,0
ENSG00000274055,0,0,0,0,0,0
ENSG00000274056,0,0,0,0,0,0
ENSG00000274059,0,0,0,0,0,0
ENSG00000274060,0,0,0,0,0,0
ENSG00000274062,0,0,0,0,0,0
ENSG00000274064,7,0,0,0,0,0
ENSG00000274066,0,8,9,5,0,1
ENSG00000274067,0,0,0,0,0,0
ENSG00000274070,111,179,140,161,282,285
ENSG00000274072,0,0,0,0,0,0
ENSG00000274075,0,0,0,0,0,0
ENSG00000274076,0,0,0,0,0,0
ENSG00000274079,0,0,0,0,0,0
ENSG00000274080,0,0,0,0,0,0
ENSG00000274086,0,0,0,0,0,0
ENSG00000274090,0,0,0,0,0,0
ENSG00000274091,0,0,0,0,0,0
ENSG00000274092,0,0,0,2,0,0
ENSG00000274093,0,0,0,3,5,5
ENSG00000274097,0,0,0,0,0,0
ENSG00000274098,0,0,0,4,0,0
ENSG00000274099,0,0,0,0,0,0
ENSG00000274102,0,0,0,0,0,0
ENSG00000274104,80,63,110,39,55,39
ENSG00000274105,3,11,1,24,42,15
ENSG00000274111,0,0,0,0,0,0
ENSG00000274114,0,0,0,0,0,0
ENSG00000274115,0,0,0,0,0,0
ENSG00000274116,0,0,0,0,0,0
ENSG00000274118,0,0,0,0,0,0
ENSG00000274121,0,0,0,0,0,0
ENSG00000274124,4,5,8,8,11,0
ENSG00000274127,0,0,0,0,0,0
ENSG00000274128,0,0,0,1,0,0
ENSG00000274133,0,0,0,0,0,0
ENSG00000274134,0,0,0,0,0,0
ENSG00000274135,0,0,0,0,0,0
ENSG00000274139,0,0,0,0,0,0
ENSG00000274149,0,0,0,0,0,0
ENSG00000274150,0,0,0,0,0,0
ENSG00000274154,0,0,0,0,0,0
ENSG00000274156,0,0,0,0,0,0
ENSG00000274157,0,0,0,0,0,0
ENSG00000274159,0,5,0,0,0,2
ENSG00000274162,0,0,0,0,0,0
ENSG00000274164,0,0,0,0,0,0
ENSG00000274167,0,0,0,0,0,0
ENSG00000274168,0,0,0,0,0,0
ENSG00000274170,0,0,0,0,0,0
ENSG00000274172,0,0,0,0,0,0
ENSG00000274173,0,5,0,0,2,3
ENSG00000274175,0,0,0,0,0,0
ENSG00000274177,0,0,0,0,0,0
ENSG00000274178,0,0,0,0,0,0
ENSG00000274180,23,51,38,41,131,113
ENSG00000274181,0,0,0,0,0,0
ENSG00000274183,2,8,1,4,2,4
ENSG00000274184,0,0,0,0,3,0
ENSG00000274186,0,0,0,0,0,0
ENSG00000274191,40,46,23,7,15,14
ENSG00000274196,0,0,0,0,0,0
ENSG00000274197,0,0,0,0,0,0
ENSG00000274198,0,4,0,0,0,0
ENSG00000274199,0,0,0,0,0,0
ENSG00000274202,0,0,0,0,0,0
ENSG00000274204,0,0,0,0,0,0
ENSG00000274206,0,0,0,0,0,0
ENSG00000274209,0,0,0,0,0,0
ENSG00000274210,3,5,0,0,0,6
ENSG00000274211,240,373,432,469,831,795
ENSG00000274212,0,0,0,0,0,0
ENSG00000274213,130,69,111,45,35,30
ENSG00000274214,4,6,8,24,27,20
ENSG00000274215,0,0,0,0,0,0
ENSG00000274216,0,0,0,0,0,0
ENSG00000274219,0,0,0,0,0,0
ENSG00000274220,0,3,5,6,4,11
ENSG00000274225,4,4,6,1,5,0
ENSG00000274226,0,0,0,0,0,0
ENSG00000274227,3,0,1,8,11,1
ENSG00000274228,0,0,0,0,0,0
ENSG00000274230,0,0,0,0,0,0
ENSG00000274231,0,0,0,0,0,0
ENSG00000274234,0,0,0,0,0,0
ENSG00000274235,0,0,0,0,0,0
ENSG00000274238,0,0,0,0,0,0
ENSG00000274242,0,0,0,0,0,0
ENSG00000274244,0,0,0,0,0,0
ENSG00000274248,0,3,1,0,3,0
ENSG00000274251,0,0,1,0,0,0
ENSG00000274252,0,0,0,0,0,0
ENSG00000274253,0,2,2,3,4,9
ENSG00000274256,0,0,0,0,0,0
ENSG00000274258,0,0,0,0,2,1
ENSG00000274259,3,2,8,2,0,0
ENSG00000274261,0,0,0,0,0,0
ENSG00000274263,0,0,0,0,0,0
ENSG00000274265,26,38,12,24,26,25
ENSG00000274266,0,0,0,0,0,0
ENSG00000274269,0,0,0,0,1,0
ENSG00000274270,4,11,10,4,4,1
ENSG00000274272,13,43,37,54,90,72
ENSG00000274274,0,0,0,0,0,0
ENSG00000274275,11,34,11,1,6,4
ENSG00000274276,0,0,0,0,0,0
ENSG00000274279,0,0,0,0,0,0
ENSG00000274280,0,0,0,0,0,0
ENSG00000274281,1,0,0,6,5,4
ENSG00000274282,0,0,0,0,0,0
ENSG00000274284,0,0,0,0,0,0
ENSG00000274286,1,1,0,3,0,6
ENSG00000274290,0,4,4,4,5,16
ENSG00000274292,0,3,7,0,2,5
